id,nombre,email,password,rol
6d8e3119-0ee0-44be-9d4d-3c7af8bb412f,Jesús Perales,bertocantero@example.com,1234,ESTUDIANTE
1dc69481-7ff4-4c93-bb79-3c42f60d1037,Lupe de Samper,jose-manuel81@example.org,1234,ESTUDIANTE
78108a30-31f1-4f5c-b2a7-c9dd72ddadc1,Amaya Gutierrez Frutos,guardiolaroxana@example.org,1234,ESTUDIANTE
d2832389-a6c4-4041-8564-949f63f48db1,Miriam Seguí Escobar,ciriacoconesa@example.net,1234,ESTUDIANTE
9f31d240-c457-4197-91f0-403599e675d4,Emiliana Irene Valbuena Sanmartín,trilloblas@example.org,1234,ESTUDIANTE
a2952fa1-bf3d-46ba-a0c6-19a5e0f07d7d,Graciana Vega Bermúdez,esterazcona@example.net,1234,ESTUDIANTE
c39835a4-3062-4bc9-bcfe-c68893ce1e3e,Herminio del Jaén,ssedano@example.org,1234,ESTUDIANTE
2a56270d-fdc9-4fae-aad0-4fc6e274302d,Modesto Ferrer Pascual,rubenelias@example.net,1234,ESTUDIANTE
53d77edd-d0fb-49a8-a2d9-bfcf59fddf94,Amílcar de Herranz,alfredo43@example.org,1234,ESTUDIANTE
6920a718-ccd9-4cac-ae2c-6d445424030b,Iván Roca,bamador@example.org,1234,ESTUDIANTE
2828cbe2-ad00-4295-83da-4433da25d966,Gisela Nerea Rodríguez Reguera,ysolis@example.com,1234,ESTUDIANTE
851d2073-c187-4c3b-998f-e5897a69d459,Etelvina Cañete Gomis,cesar57@example.com,1234,ESTUDIANTE
9e0cc1e8-08d8-4a08-8fa0-273ff7679700,Berto Lledó,delialucas@example.org,1234,ESTUDIANTE
77ebac5e-1453-4469-9561-b642e939fd08,José María Damián Cerezo Cañas,calistosoto@example.org,1234,ESTUDIANTE
c61236bb-706f-4b33-b1de-af78485ef8c3,Alfonso Burgos Calderón,geronimosebastian@example.org,1234,ESTUDIANTE
3fb7f2cd-7161-485d-9e71-8914db00695d,Abel Artigas Núñez,alegriajulio@example.com,1234,ESTUDIANTE
d62455ed-feae-4a4b-b69c-6bb79d8c1f23,Rafaela Gutierrez-Pinedo,tbenito@example.com,1234,ESTUDIANTE
b2025c41-d9f8-46b3-a73e-1d4afa21d8c0,Josefina Nicolau,eligiaferrando@example.org,1234,ESTUDIANTE
76d9fe3a-1d19-4a21-851d-ce3a440c81ee,Esperanza Baños Rivas,guiomarcortes@example.org,1234,ESTUDIANTE
9db9c615-d524-4ba6-860d-1f194374e971,María Fernanda Arroyo Muñoz,josuefiol@example.net,1234,ESTUDIANTE
e98a881c-7ba9-4370-96c8-30c65758e25d,Carmelo Rodríguez Enríquez,arseniocarrion@example.net,1234,ESTUDIANTE
3822d21d-2bb0-4325-9e70-89b7b590f707,Juanito del Ayuso,wsotelo@example.com,1234,ESTUDIANTE
55aa0b62-a4a3-4cdb-bf01-d3f69fc11d28,Crescencia Arcos Mesa,muletpaz@example.net,1234,ESTUDIANTE
de93e97c-9a65-4444-ba5f-957b940135ee,Alex Almagro-Codina,torrensleticia@example.com,1234,ESTUDIANTE
d8e43e9c-165e-4e63-a21c-23eec575feff,Isaura Sabater España,lupitaarias@example.org,1234,ESTUDIANTE
b66c9353-ffb2-4aaf-abde-864720de8129,Lino Martin Boada,yesteban@example.org,1234,ESTUDIANTE
5decac6e-49dc-4b8d-b99e-803d115201f4,Dimas Frutos Pascual,doroteaalegria@example.com,1234,ESTUDIANTE
ff3dfd17-c20e-4212-8807-6e7f0bf697ed,Tristán Robledo Marqués,pexposito@example.org,1234,ESTUDIANTE
d7b843e0-c5dd-43dd-982b-494338d6718b,Isabela Lobato Rodríguez,pgil@example.net,1234,ESTUDIANTE
8a738a89-f95b-4fea-bfea-fc5a15629ca9,Pascuala Juárez Guerrero,jharo@example.com,1234,ESTUDIANTE
ac304d3e-2624-4f04-ac54-675680aa9794,Josefina Haydée Cuadrado Echevarría,hgomis@example.com,1234,ESTUDIANTE
a54fe730-6d6f-4bf1-9c18-e551df1d50ba,Perlita Juan Cerdá,hector73@example.org,1234,ESTUDIANTE
70aee953-e654-4eea-913f-afd11ab45951,Matilde Pavón Palomares,feliciaochoa@example.org,1234,ESTUDIANTE
b3ad50c6-1819-4e44-9bd8-5fe9497f99c8,Patricio Mendizábal Alberola,palmaeligia@example.com,1234,ESTUDIANTE
336cd6e6-45da-4d03-aab8-0ac8ae8dd562,Imelda Torrecilla-Peral,ariel34@example.com,1234,ESTUDIANTE
678e70b3-c85b-48ed-b7cd-2575d41d9190,Valentín Miró Pera,salcaraz@example.net,1234,ESTUDIANTE
2af06b4a-de34-404f-98f9-697f3d141188,Andrea Téllez-Murcia,miguel82@example.org,1234,ESTUDIANTE
3ae044c6-c42e-4d55-b8fa-2c32cfcdf28c,Esmeralda Olalla Cárdenas Tello,casadoeusebio@example.com,1234,ESTUDIANTE
23c0ee32-192b-4154-8de3-59bcc502366a,Lidia Barón Menendez,florentina19@example.org,1234,ESTUDIANTE
891a87ed-db22-4bfc-8462-52109c12bb99,Dionisia Valcárcel Marín,teresa45@example.net,1234,ESTUDIANTE
9688b7e5-e50d-4b3e-b67b-f1f8643e4ea0,Aristides Gutiérrez Iglesia,artemioarcos@example.org,1234,ESTUDIANTE
172d6c90-23a5-433f-b15e-b02c46a773b8,Ciro Pi Bilbao,concepcion80@example.org,1234,ESTUDIANTE
83e3cd3d-faaf-49de-968b-946065250e34,Teresa Herrera,peralesadelina@example.org,1234,ESTUDIANTE
8c7c896f-7cbf-4ed3-a9ca-d83b586077be,Felipe Blázquez Bou,famor@example.net,1234,ESTUDIANTE
219bc04a-c03e-4ce3-9009-e042c6609a5a,Celestina Toledo Antón,veraadora@example.net,1234,ESTUDIANTE
00d09a42-0c8f-4ffa-9061-5fa3dbf88715,Rosalinda del Llabrés,qalcantara@example.org,1234,ESTUDIANTE
b4eadea1-4a7a-4e2d-8e35-be1d296cf600,Renata Salamanca Figuerola,rosariorevilla@example.org,1234,ESTUDIANTE
eaf847ec-4e6f-4f9b-b655-860033b94a3c,Edelmiro Cuéllar Cervantes,bustamanteencarnacion@example.org,1234,ESTUDIANTE
5741a1e0-1a6e-4771-bd99-284bc10fbd97,Julieta Milagros Olmo Galán,noguerasebastian@example.org,1234,ESTUDIANTE
ec471dd5-2a22-4450-823d-d017aee433fc,Nacho Morillo Figueras,tibanez@example.net,1234,ESTUDIANTE
9988bf68-8447-4617-bdff-8868e005d43d,Constanza Angelina Pascual Cid,tito00@example.org,1234,ESTUDIANTE
9ae20a50-d627-41a0-b119-64d0e3ebc1e9,Aristides Gabaldón Baena,susanapinol@example.com,1234,ESTUDIANTE
fd7522b1-8b74-4688-8fb7-c8ca1fe41f24,Melchor Luis Miguel Samper Torrents,jimenezlaura@example.net,1234,ESTUDIANTE
80dcc943-9349-46f8-9c19-35762a877924,Juan Bautista Sureda,cserra@example.net,1234,ESTUDIANTE
3447e3a1-ee4e-4be2-a0a7-d677c1d85888,Aitor Bayón Gallego,gasparsabater@example.com,1234,ESTUDIANTE
ecb7f827-a06e-420e-a04e-7deca50a6d6a,Celestina de Sarmiento,rodriguezremigio@example.net,1234,ESTUDIANTE
d4f5edb8-7f07-4ecf-9e4f-bee388c102d3,Ezequiel Pomares Morillo,celestinagarcia@example.com,1234,ESTUDIANTE
6cda1437-7f8e-4634-9efa-7eb946a993c2,Cristian Lillo-Carreño,jose-manuel54@example.net,1234,ESTUDIANTE
d7978010-0d9b-4fcd-aa78-e18eb42476fc,Julio César Tolosa Catalán,adelacuellar@example.org,1234,ESTUDIANTE
ab46f40d-162c-4278-91b3-3a4557da9d5b,Mirta Bárcena Borrego,iglesiasepifanio@example.com,1234,ESTUDIANTE
2917031d-cb94-4612-824c-b1024aa43b1f,Gisela de Portero,manolo97@example.org,1234,ESTUDIANTE
5973b50d-7ca1-4cd4-94ce-eca92fde949f,Francisco Jose Ribas Aller,antonia11@example.com,1234,ESTUDIANTE
15694754-30eb-4c10-87bf-7b6e46c295bf,Bárbara Fernandez Cisneros,gsegovia@example.net,1234,ESTUDIANTE
6cc1452b-0057-47cb-b775-253d4011f730,Nélida Canals Elorza,jesusacontreras@example.net,1234,ESTUDIANTE
1c980933-68ff-49ec-973c-356101a4b472,Georgina Cornejo Guardiola,abigailpulido@example.com,1234,ESTUDIANTE
90fea917-ee4d-46f6-942b-42dbdc3df402,Primitivo Mayo Guzmán,ktapia@example.org,1234,ESTUDIANTE
511dced8-f520-4420-9ec3-45264ad2e7c4,Julia Puga Marco,ftejedor@example.net,1234,ESTUDIANTE
5f9fc62f-c42d-47eb-8e75-00774f5f453f,Nicanor Prieto Ferrando,ycazorla@example.org,1234,ESTUDIANTE
82c6f48f-21ad-4254-9283-c61208441c05,Carmen Cabanillas-Pereira,trini84@example.org,1234,ESTUDIANTE
984e4fcf-4beb-40e9-ba2d-610083bd76c9,Ruth Duarte-Amorós,ucabezas@example.net,1234,ESTUDIANTE
9308ed59-477b-45c8-a5e2-df1a4f3d27d0,Donato Barco Ribas,montserrat48@example.org,1234,ESTUDIANTE
f76a8ff3-a333-45c5-b3b9-ed1e66721c0b,Hector Acedo-Cárdenas,albertoarnal@example.net,1234,ESTUDIANTE
977e6c8b-4843-48d8-9e28-2d728afc2285,Teófila Fuertes Tamarit,larreacaridad@example.com,1234,ESTUDIANTE
97ea535e-91df-413a-ac3e-76f37ffe1ddf,Damián Bastida Aramburu,carina83@example.net,1234,ESTUDIANTE
bdc59dad-443f-496c-bb48-7e8717ed9f39,Melania Buendía Ibáñez,jose-ignacio35@example.com,1234,ESTUDIANTE
3598ae4d-bb4a-4636-af67-7515881e6c35,Jennifer Morell Gomez,teofila13@example.net,1234,ESTUDIANTE
cc45fb51-4933-41c2-a8cc-9cad1bdd266e,Lorenza Pelayo Morata,rpalomares@example.net,1234,ESTUDIANTE
d56b5e50-e7e5-4470-9fe5-02815ac9b0b3,Marcio Palmer Revilla,rsalinas@example.com,1234,ESTUDIANTE
b6641eae-4c1e-4cd8-a5e8-baeeb3ec9abd,Vicente Barbero Laguna,manuelita75@example.com,1234,ESTUDIANTE
20ce1716-616c-4bae-9c85-c48b7813fcf9,Natividad Montesinos Pinilla,manceboflorinda@example.org,1234,ESTUDIANTE
cdbf1bfe-fcbc-48a8-a3d5-ef131b64dd88,Jose Antonio Orozco Olivares,adoraalcaraz@example.com,1234,ESTUDIANTE
714bb6bb-236a-4a04-8bb0-a292b8ee4ed0,Purificación Royo Alegria,nachocornejo@example.com,1234,ESTUDIANTE
177942f8-1a72-43a3-a2f6-1d8c12535fde,Patricia Falcó-Aragón,marta17@example.org,1234,ESTUDIANTE
629cae00-611b-4c5b-a6df-5b04acb258bc,Rosalina de Blanco,camaraofelia@example.net,1234,ESTUDIANTE
4bad108c-f407-4f21-8e71-a02635fb3d5b,Eulalia Pera Bermúdez,nataliotoro@example.net,1234,ESTUDIANTE
9e8519aa-d78d-42b8-b560-19fd91299c1a,Bibiana Alcázar Ochoa,aguilarbaldomero@example.net,1234,ESTUDIANTE
e7ce82ed-d9c9-4ed7-8b05-931aa5753cfc,Fortunato Lucas Barrio Mur,leonelfonseca@example.com,1234,ESTUDIANTE
14b3a4f5-36b5-4f45-9495-a470182e5751,Zaida Natalia Pérez Cifuentes,liliatapia@example.net,1234,ESTUDIANTE
cfaa8d2e-d332-48d0-aa39-7170e75b3ee2,Gabriela Bonilla-Frutos,mquiroga@example.net,1234,ESTUDIANTE
6c38beef-0d1a-4bf8-96ae-7da4aaadd2c7,Anacleto Renato Zapata Jimenez,erasmopedrero@example.org,1234,ESTUDIANTE
87d9667f-d80c-47e5-b69b-1dbdb500a841,Alcides Antón Goñi,berrocalamanda@example.org,1234,ESTUDIANTE
0847fd93-8c27-40bc-93b1-0f3e1133ba8f,Belén Perelló Mascaró,dora08@example.net,1234,ESTUDIANTE
ffca9bdd-9cb1-4ca4-8c27-cde0f01ee0c0,Marta Miró Gallart,moreno98@example.net,1234,ESTUDIANTE
02ca67c3-2948-4cc0-b4c6-e3536f69bb91,Regina Iglesias Vallés,ruben85@example.net,1234,ESTUDIANTE
4348428b-6f5b-4c0f-b51a-2d1f0301d313,Jorge Balaguer-Tejero,lrodriguez@example.net,1234,ESTUDIANTE
4ae74a29-eee4-4a1c-95d2-99b29027ef81,Modesto de Perez,kcabezas@example.net,1234,ESTUDIANTE
7d34d43f-3910-4af3-8509-38835dfd511b,Rosalva Martínez Cervantes,abadariadna@example.org,1234,ESTUDIANTE
e058aa15-0c4c-4df7-9321-874b81fec894,Emilio Casal,juan-luis80@example.com,1234,ESTUDIANTE
10093e0b-a606-466e-bdd1-24f01e7b3706,Anastasia Cuenca Casado,oplaza@example.org,1234,ESTUDIANTE
2e25fef4-7843-42b9-b9a4-b5adf13a1234,Erasmo Hernández Girón,florindacarrera@example.com,1234,ESTUDIANTE
a19e310e-637e-4f6c-9ead-8bd3cee262f1,Plácido Pellicer-Pons,custodio12@example.org,1234,ESTUDIANTE
53d0ce7a-dc5e-4649-9c27-f32dcdf35936,Demetrio de Roselló,cristobal71@example.com,1234,ESTUDIANTE
cb49dc31-fff9-415d-928e-b566bbebbdf6,Toño Arjona-Gras,bcalatayud@example.net,1234,ESTUDIANTE
b0e74a97-86e4-4766-934c-e693b836595b,Leonardo Reig Heras,zuritamaria-jesus@example.com,1234,ESTUDIANTE
